,city,country,coord,id,lat,lng,cur_date,cur_temp,cur_humidity,cur_clouds,cur_wind,max_date,max_temp,max_temp_humidity,max_temp_clouds,max_temp_wind,avg_date0,avg_date1,avg_temp,avg_humidity,avg_clouds,avg_wind
328,cidreira,br,"{'lon': -50.205559, 'lat': -30.18111}",3466165,-30.18,-50.21,1522992510,59.59,91,0,2.89,1523037600,76.18,79,12,7.34,1522994400,1523394000,72.46,83.1315789474,11.1578947368,6.68447368421
329,graham,us,"{'lon': -122.294281, 'lat': 47.052879}",5795906,47.05,-122.29,1522991040,51.48,100,90,3.06,1523048400,56.96,78,88,2.62,1522994400,1523394000,47.5436842105,91.0526315789,82.3157894737,3.82763157895
332,mathbaria,bd,"{'lon': 89.9626799, 'lat': 22.2860857}",0,22.29,89.96,1522992547,90.82,61,0,8.77,1523005200,93.88,59,8,10.2,1522994400,1523394000,82.8976315789,75.4736842105,20.2105263158,5.54763157895
333,moundou,td,"{'lon': 16.08333, 'lat': 8.56667}",2427455,8.57,16.08,1522992539,70.75,97,36,3.33,1523026800,92.75,59,24,6.22,1522994400,1523394000,80.7447368421,72.9736842105,34.2105263158,6.11815789474
334,hasaki,jp,"{'lon': 140.833328, 'lat': 35.73333}",2112802,35.73,140.83,1522989000,70.95,52,75,20.8,1522994400,69.94,90,64,31.92,1522994400,1523394000,57.7168421053,97.7368421053,31.3684210526,21.8463157895
335,asau,tv,"{'lon': 178.6807179, 'lat': -7.488197}",0,-7.49,178.68,1522992540,83.08,100,88,11.95,1523070000,84.07,100,20,12.55,1522994400,1523394000,82.5186842105,100.0,56.3157894737,10.5444736842
336,saskylakh,ru,"{'lon': 114.083328, 'lat': 71.916672}",2017155,71.92,114.08,1522992551,18.01,86,24,14.7,1522994400,19.6,86,24,14.7,1522994400,1523394000,-0.902368421053,76.6315789474,43.2631578947,7.54263157895
337,smidovich,ru,"{'lon': 133.816666, 'lat': 48.599998}",2016412,48.6,133.82,1522992543,42.76,28,8,4.29,1522994400,44.56,28,8,4.29,1522994400,1523394000,36.7560526316,51.7368421053,30.2105263158,5.17052631579
338,owando,cg,"{'lon': 15.89988, 'lat': -0.48193}",2255542,-0.48,15.9,1522992544,73.81,94,80,1.21,1523005200,82.17,87,36,4.16,1522994400,1523394000,75.6005263158,89.7105263158,53.5789473684,3.78289473684
339,anzio,it,"{'lon': 12.61789, 'lat': 41.48531}",6542092,41.49,12.62,1522990500,45.5,93,0,9.17,1523016000,60.2,91,0,6.64,1522994400,1523394000,57.6502631579,87.2368421053,43.6842105263,10.4163157895
341,malakal,sd,"{'lon': 31.6682347, 'lat': 9.5279875}",0,9.53,31.67,1522992547,80.56,80,12,3.33,1523005200,97.25,67,0,2.93,1522994400,1523394000,83.4352631579,41.4473684211,2.63157894737,4.45052631579
342,zhuravky,ua,"{'lon': 35.2165075, 'lat': 45.1315533}",0,45.13,35.22,1522992557,49.78,94,64,6.91,1523016000,57.63,83,0,6.87,1522994400,1523394000,52.6528947368,87.6842105263,12.7368421053,10.0765789474
343,shimoda,jp,"{'lon': 138.949997, 'lat': 34.666672}",1852357,34.67,138.95,1522987200,71.6,68,75,24.16,1522994400,71.28,94,56,27.67,1522994400,1523394000,57.2452631579,99.3421052632,17.0526315789,23.6334210526
344,lata,sb,"{'lon': -117.294169, 'lat': 34.075317}",0,34.08,-117.29,1522990800,60.62,63,1,3.36,1523048400,73.16,39,88,4.07,1522994400,1523394000,58.8273684211,56.4210526316,38.2105263158,2.44921052632
345,andenes,no,"{'lon': 16.11939, 'lat': 69.314278}",3163146,69.31,16.12,1522990200,28.4,79,40,11.41,1523026800,38.07,100,76,11.07,1522994400,1523394000,36.1971052632,100.0,51.7894736842,13.4168421053
346,baramati,in,"{'lon': 74.583328, 'lat': 18.15}",1277091,18.15,74.58,1522992552,90.91,39,56,6.31,1522994400,102.51,39,56,6.31,1522994400,1523394000,77.0973684211,63.7894736842,26.2105263158,4.03684210526
347,utiroa,ki,"{'lon': 174.75942, 'lat': -1.204189}",0,-1.2,174.76,1522992553,82.54,100,24,11.27,1522994400,82.9,100,24,11.27,1522994400,1523394000,82.2842105263,100.0,52.0,13.3471052632
348,turtas,ru,"{'lon': 69.1325, 'lat': 58.941669}",1540475,58.94,69.13,1522992554,33.22,81,92,7.43,1523080800,36.54,82,92,7.65,1522994400,1523394000,34.2194736842,89.0789473684,75.5789473684,5.18921052632
349,nishihara,jp,"{'lon': 127.755829, 'lat': 26.18417}",1855342,26.18,127.76,1522990560,77,78,40,17.22,1522994400,75,96,88,14.7,1522994400,1523394000,66.1955263158,99.6315789474,36.9473684211,15.6997368421
350,atherton,au,"{'lon': 145.483337, 'lat': -17.26667}",2177541,-17.27,145.48,1522990800,84.2,66,75,14.99,1522994400,81.41,73,20,8.43,1522994400,1523394000,70.8136842105,92.7631578947,41.3684210526,5.93026315789
351,dikson,ru,"{'lon': 80.546387, 'lat': 73.506943}",1507390,73.51,80.55,1522992557,-11.24,94,12,17.87,1523026800,-2.91,90,36,16.89,1522994400,1523394000,7.47447368421,87.9473684211,40.4210526316,15.6921052632
352,kontagora,ng,"{'lon': 5.46949, 'lat': 10.39989}",2334008,10.4,5.47,1522992568,72.46,69,0,4.41,1523016000,99.17,42,0,4.18,1522994400,1523394000,87.2176315789,46.5526315789,1.36842105263,6.16184210526
353,hede,cn,"{'lon': 120.251671, 'lat': 33.768059}",1808744,33.77,120.25,1522992561,56.98,52,36,23.47,1522994400,56.98,52,36,23.47,1522994400,1523394000,55.9378947368,59.4736842105,4.0,13.5755263158
354,vegreville,ca,"{'lon': -112.051819, 'lat': 53.500149}",6173635,53.5,-112.05,1522992573,-11.69,36,0,3.22,1523048400,9.8,97,0,6.02,1522994400,1523394000,8.75342105263,74.3157894737,29.7894736842,6.36052631579
355,emerald,au,"{'lon': 145.433334, 'lat': -37.933331}",2167425,-37.93,145.43,1522990800,68,52,20,6.93,1523080800,68.76,63,24,2.73,1522994400,1523394000,63.5852631579,75.2105263158,28.5263157895,3.82289473684
357,northam,au,"{'lon': 116.649643, 'lat': -31.69898}",7839624,-31.7,116.65,1522990800,83.28,35,0,9.17,1522994400,89.55,38,0,5.57,1522994400,1523394000,63.5931578947,74.5263157895,28.0,8.905
359,aldan,ru,"{'lon': 125.389442, 'lat': 58.603062}",2027968,58.6,125.39,1522992577,23.14,47,48,6.13,1522994400,26.67,47,48,6.13,1522994400,1523394000,21.7971052632,69.4473684211,32.3157894737,3.56710526316
360,cockburn harbour,tc,"{'lon': -71.5323346, 'lat': 21.499849}",0,21.5,-71.53,1522992569,75.52,100,24,6.76,1523048400,77.03,100,0,4.63,1522994400,1523394000,77.1257894737,99.3684210526,43.5789473684,10.7907894737
361,cuitzeo,mx,"{'lon': -102.783333, 'lat': 20.33333}",4012196,20.33,-102.78,1522989720,68,24,5,5.82,1523048400,84.59,21,0,5.64,1522994400,1523394000,70.6007894737,45.9210526316,12.7368421053,3.77842105263
362,mount gambier,au,"{'lon': 140.781906, 'lat': -37.824692}",7839440,-37.82,140.78,1522992571,65.89,69,0,3.56,1523080800,73.35,57,20,2.84,1522994400,1523394000,64.1089473684,71.9473684211,43.4736842105,4.20394736842
364,lagoa,pt,"{'lon': -8.45974, 'lat': 37.105049}",8010517,37.1,-8.46,1522990800,50,87,0,5.82,1523016000,62.73,87,92,11.23,1522994400,1523394000,54.1236842105,90.3947368421,65.1578947368,12.0568421053
369,wewak,pg,"{'lon': 143.626785, 'lat': -3.55342}",2083537,-3.55,143.63,1522992606,80.38,89,76,4.12,1523080800,82.26,83,76,3.56,1522994400,1523394000,78.4023684211,90.8157894737,37.5789473684,2.87684210526
370,never,ru,"{'lon': 124.166672, 'lat': 53.98333}",2019296,53.98,124.17,1522992617,29.08,43,88,9.04,1523080800,33.39,47,88,7.14,1522994400,1523394000,31.465,58.3947368421,43.4736842105,5.22868421053
371,ahipara,nz,"{'lon': 173.166672, 'lat': -35.166672}",2194098,-35.17,173.17,1522992619,67.51,84,48,8.32,1523070000,69.76,77,48,12.17,1522994400,1523394000,63.0171052632,93.4736842105,45.4736842105,12.1784210526
372,chunskiy,ru,"{'lon': 99.634201, 'lat': 56.081501}",1507636,56.08,99.63,1522992611,44.11,39,44,5.3,1523005200,48.72,40,0,6.17,1522994400,1523394000,35.3136842105,84.5789473684,76.8421052632,4.42157894737
373,muros,es,"{'lon': -9.05934, 'lat': 42.775372}",6357322,42.78,-9.06,1522990800,48.2,93,75,13.87,1523037600,53.59,90,56,14.12,1522994400,1523394000,50.8671052632,98.2631578947,78.3157894737,12.3310526316
375,bandar-e lengeh,ir,"{'lon': 54.880669, 'lat': 26.55792}",141665,26.56,54.88,1522990800,84.2,54,8,6.93,1523005200,85.35,83,80,11.99,1522994400,1523394000,80.4886842105,88.3947368421,39.0526315789,6.58921052632
376,dzhusaly,kz,"{'lon': 58.2691484, 'lat': 50.6602258}",0,50.66,58.27,1522990800,33.8,100,90,13.42,1523005200,36.68,97,88,12.21,1522994400,1523394000,33.9257894737,90.3947368421,40.5263157895,11.1144736842
377,pacific grove,us,"{'lon': -121.916618, 'lat': 36.617741}",5380437,36.62,-121.92,1522990500,55.83,82,90,2.33,1523059200,58.52,97,100,5.86,1522994400,1523394000,53.7286842105,94.6842105263,64.2105263158,6.09710526316
378,barabai,id,"{'lon': 115.383331, 'lat': -2.58333}",1650064,-2.58,115.38,1522992626,84.34,77,64,3.4,1522994400,84.34,77,64,3.4,1522994400,1523394000,77.8007894737,90.6315789474,59.1578947368,2.24105263158
379,meulaboh,id,"{'lon': 96.128502, 'lat': 4.1363}",1214488,4.14,96.13,1522992618,83.8,100,56,4.63,1522994400,84.96,100,56,4.63,1522994400,1523394000,80.5718421053,100.0,40.0,3.99605263158
380,ust-ishim,ru,"{'lon': 71.166496, 'lat': 57.693501}",1488206,57.69,71.17,1522992629,30.25,91,88,7.81,1523080800,36.45,93,88,4.29,1522994400,1523394000,33.5231578947,93.3157894737,69.1578947368,5.32105263158
381,kamaishi,jp,"{'lon': 141.883331, 'lat': 39.26667}",2112444,39.27,141.88,1522987200,37.4,100,75,12.75,1522994400,55.54,88,88,1.54,1522994400,1523394000,42.7694736842,76.5526315789,47.8947368421,8.13
382,saleaula,ws,"{'lon': -172.3367114, 'lat': -13.4482906}",0,-13.45,-172.34,1522992632,84.25,100,80,11.61,1522994400,84.83,100,80,11.61,1522994400,1523394000,83.1960526316,99.9210526316,52.3157894737,9.98263157895
383,satitoa,ws,"{'lon': -171.4327056, 'lat': -14.0287893}",0,-14.03,-171.43,1522992624,82.72,100,44,11.12,1523016000,84.81,99,12,14.14,1522994400,1523394000,82.6963157895,99.9473684211,56.3157894737,10.4486842105
384,piacabucu,br,"{'lon': -36.434441, 'lat': -10.40556}",3454005,-10.41,-36.43,1522992625,75.7,93,56,4.79,1523026800,86.22,100,32,9.62,1522994400,1523394000,77.5947368421,90.9473684211,63.1578947368,6.17526315789
385,grand river south east,mu,"{'lon': 57.78141199999999, 'lat': -20.2888094}",0,-20.29,57.78,1522990800,78.8,88,75,3.36,1522994400,78.98,98,92,14.81,1522994400,1523394000,77.3718421053,94.0263157895,82.4210526316,9.47921052632
386,caluquembe,ao,"{'lon': 14.68333, 'lat': -13.78333}",3351024,-13.78,14.68,1522992628,62.02,99,92,3.74,1523026800,70.12,82,24,4.09,1522994400,1523394000,63.7039473684,75.3947368421,28.3157894737,3.09710526316
387,pundaguitan,ph,"{'lon': 126.1844053, 'lat': 6.3566717}",0,6.36,126.18,1522992640,82.99,100,0,2.77,1523005200,84.11,99,0,5.17,1522994400,1523394000,81.8768421053,99.8157894737,18.8421052632,5.62078947368
388,krasnoturansk,ru,"{'lon': 91.563889, 'lat': 54.318611}",1502063,54.32,91.56,1522990800,35.6,43,0,2.24,1523080800,39.51,90,92,3.85,1522994400,1523394000,31.4368421053,87.8421052632,59.8947368421,4.45684210526
389,warwick,au,"{'lon': 152.016663, 'lat': -28.23333}",2144502,-28.23,152.02,1522992633,73.09,57,12,15.64,1523070000,75.16,60,8,17.43,1522994400,1523394000,66.2428947368,73.8157894737,11.8947368421,10.2947368421
390,saint-louis,sn,"{'lon': -16.48962, 'lat': 16.017929}",2246452,16.02,-16.49,1522990800,68,82,0,6.93,1523026800,97.56,23,12,17.29,1522994400,1523394000,77.505,51.0,3.15789473684,12.0607894737
391,lorengau,pg,"{'lon': 147.271194, 'lat': -2.02259}",2092164,-2.02,147.27,1522992645,83.8,97,80,7.02,1523070000,85.69,92,8,3.27,1522994400,1523394000,82.8644736842,98.8157894737,42.2105263158,3.13815789474
392,los llanos de aridane,es,"{'lon': -17.918209, 'lat': 28.65851}",2514651,28.66,-17.92,1522990800,60.8,72,0,4.7,1523026800,66.27,100,36,9.62,1522994400,1523394000,63.9952631579,99.5263157895,38.0,15.5789473684
393,souillac,mu,"{'lon': 57.51667, 'lat': -20.51667}",933995,-20.52,57.52,1522990800,78.8,88,75,3.36,1522994400,78.98,98,92,14.81,1522994400,1523394000,77.3718421053,94.0263157895,82.4210526316,9.47921052632
394,sept-iles,ca,"{'lon': -66.38208, 'lat': 50.200111}",6144312,50.2,-66.38,1522990800,8.6,50,75,10.29,1523048400,19.52,52,68,9.44,1522994400,1523394000,17.9339473684,62.9473684211,27.4736842105,5.41842105263
395,neiafu,to,"{'lon': -173.983337, 'lat': -18.65}",4032420,-18.65,-173.98,1522990800,78.8,83,90,20.8,1523048400,80.72,100,56,23.2,1522994400,1523394000,79.0131578947,99.9473684211,74.5263157895,16.7960526316
396,katsuura,jp,"{'lon': 140.300003, 'lat': 35.133331}",2112309,35.13,140.3,1522990200,69.8,64,75,31.09,1522994400,68.49,82,88,24.2,1522994400,1523394000,56.5631578947,81.7368421053,27.8947368421,17.6584210526
397,asfi,ma,"{'lon': -9.2272033, 'lat': 32.3008151}",0,32.3,-9.23,1522992654,52.57,88,88,2.51,1523026800,69.3,54,0,13.15,1522994400,1523394000,58.4318421053,79.9473684211,48.3157894737,9.31473684211
398,kholodnyy,ru,"{'lon': 147.949997, 'lat': 62.716671}",2124611,62.72,147.95,1522992647,31.33,79,36,8.14,1522994400,31.48,79,36,8.14,1522994400,1523394000,9.41131578947,69.7105263158,15.6842105263,4.62289473684
399,sisimiut,gl,"{'lon': -53.6735, 'lat': 66.939461}",3419842,66.94,-53.67,1522992658,1.36,59,0,4.63,1523037600,23.89,90,20,1.97,1522994400,1523394000,16.4965789474,81.3684210526,22.9473684211,3.14315789474
400,attawapiskat,ca,"{'lon': -82.42889219999999, 'lat': 52.9258846}",0,52.93,-82.43,1522992675,2.44,67,56,4.34,1523048400,15.83,68,44,9.89,1522994400,1523394000,11.0792105263,75.0526315789,44.3157894737,7.83315789474
401,geraldton,au,"{'lon': 114.599998, 'lat': -28.76667}",2070998,-28.77,114.6,1522990800,86,40,0,13.87,1522994400,86.45,69,0,11.45,1522994400,1523394000,71.0931578947,92.4473684211,10.4210526316,12.7707894737
402,kandrian,pg,"{'lon': 149.550003, 'lat': -6.21667}",2094746,-6.22,149.55,1522992688,82.09,81,44,6.76,1523070000,85.69,75,68,5.84,1522994400,1523394000,79.2573684211,90.0263157895,24.6315789474,3.54973684211
403,ponta delgada,pt,"{'lon': -25.66667, 'lat': 37.73333}",3372783,37.73,-25.67,1522990800,55.4,62,20,13.87,1523080800,61.02,100,64,22.12,1522994400,1523394000,60.6842105263,98.9736842105,44.8421052632,17.2976315789
405,bengkulu,id,"{'lon': 102.265541, 'lat': -3.80044}",1649150,-3.8,102.27,1522992681,84.25,100,12,6.24,1522994400,85.05,100,12,6.24,1522994400,1523394000,80.4368421053,100.0,41.3684210526,4.11105263158
406,akyab,mm,"{'lon': 92.86768610000001, 'lat': 20.1527657}",0,20.15,92.87,1522992682,90.82,55,0,4.79,1522994400,95.94,55,0,4.79,1522994400,1523394000,81.7323684211,77.7631578947,15.7894736842,5.98526315789
407,praia da vitoria,pt,"{'lon': -27.13098, 'lat': 38.740639}",8010692,38.74,-27.13,1522990800,53.6,71,40,30.4,1523080800,60.84,100,64,19.44,1522994400,1523394000,60.3028947368,99.8421052632,42.8421052632,17.895
409,waw,sd,,0,,,,,,,,,,,,,,,,,,
410,kavieng,pg,"{'lon': 150.796692, 'lat': -2.57444}",2094342,-2.57,150.8,1522992685,85.78,99,0,7.54,1523070000,86.5,96,24,5.57,1522994400,1523394000,84.3636842105,99.3421052632,42.5263157895,4.35736842105
411,mana,gf,"{'lon': -53.776901, 'lat': 5.6672}",6690694,5.67,-53.78,1522992686,75.61,87,76,2.89,1523026800,83.61,71,64,3.8,1522994400,1523394000,77.3910526316,88.7894736842,77.7894736842,3.27315789474
413,marau,br,"{'lon': -52.200001, 'lat': -28.449169}",3457817,-28.45,-52.2,1522992687,55.09,91,0,3.22,1523037600,77.44,69,0,4.61,1522994400,1523394000,69.0044736842,74.0526315789,3.57894736842,6.65552631579
415,shakiso,et,"{'lon': 38.916672, 'lat': 5.75}",328716,5.75,38.92,1522992688,66.52,74,36,3.51,1523005200,80.02,64,12,3.38,1522994400,1523394000,63.0147368421,93.7894736842,71.6842105263,2.68263157895
416,meadow lake,ca,"{'lon': -108.434708, 'lat': 54.13348}",6071421,54.13,-108.43,1522992689,-3.05,60,0,4.12,1523059200,20,71,0,2.84,1522994400,1523394000,15.0063157895,74.8157894737,35.6842105263,4.40947368421
417,grants,us,"{'lon': -107.851448, 'lat': 35.147259}",5469841,35.15,-107.85,1522991700,48.2,29,1,4.29,1523048400,66.5,24,0,13.58,1522994400,1523394000,52.3778947368,35.6578947368,22.7368421053,11.3955263158
418,pirovskoye,ru,"{'lon': 92.265831, 'lat': 57.626671}",1494941,57.63,92.27,1522992692,38.08,70,0,4.85,1523005200,46.08,69,20,4.61,1522994400,1523394000,34.1934210526,88.4736842105,66.4210526316,4.20894736842
419,flagstaff,us,"{'lon': -111.651268, 'lat': 35.198071}",5294810,35.2,-111.65,1522990620,53.87,39,1,3.36,1523048400,70.28,23,36,10.38,1522994400,1523394000,54.9952631579,37.0263157895,20.6315789474,8.24078947368
420,kulgam,in,"{'lon': 75.01667, 'lat': 33.650002}",1265734,33.65,75.02,1522992695,53.11,70,64,4.85,1523080800,60.48,51,0,2.1,1522994400,1523394000,45.3818421053,77.3157894737,32.5263157895,2.11842105263
421,erenhot,cn,"{'lon': 111.977943, 'lat': 43.653169}",0,43.65,111.98,1522992696,30.34,52,64,18.84,1523080800,47.34,47,36,11.9,1522994400,1523394000,38.4139473684,62.8421052632,43.5789473684,9.64947368421
422,glushkovo,ru,"{'lon': 34.632778, 'lat': 51.339169}",560995,51.34,34.63,1522992707,44.65,91,0,12.35,1523016000,57.76,87,56,16.82,1522994400,1523394000,47.1628947368,90.5263157895,16.3157894737,9.30210526316
423,beringovskiy,ru,"{'lon': 179.316666, 'lat': 63.049999}",2126710,63.05,179.32,1522992699,16.21,93,68,22.91,1523080800,18.81,96,76,17.87,1522994400,1523394000,23.7178947368,94.6315789474,81.6842105263,18.1157894737
424,takoradi,gh,"{'lon': -1.75536, 'lat': 4.88447}",2294915,4.88,-1.76,1522992700,79.21,100,0,5.23,1523016000,85.67,87,12,9.33,1522994400,1523394000,82.1894736842,95.6842105263,23.2631578947,8.03921052632
425,qingquan,cn,"{'lon': 115.255928, 'lat': 30.45113}",1797793,30.45,115.26,1522992701,55.9,60,68,20.07,1523080800,58.41,51,0,6.76,1522994400,1523394000,55.7768421053,65.3421052632,6.21052631579,7.14842105263
426,kununurra,au,"{'lon': 128.733337, 'lat': -15.76667}",2068110,-15.77,128.73,1522990800,98.6,32,40,9.17,1522994400,99.55,27,20,10.6,1522994400,1523394000,83.9847368421,37.0,2.52631578947,6.03842105263
427,temir,kz,"{'lon': 68.432503, 'lat': 42.82}",1518156,42.82,68.43,1522992713,64.36,44,56,12.84,1522994400,72.14,44,56,12.84,1522994400,1523394000,51.4852631579,65.3421052632,25.2631578947,6.56421052632
429,plettenberg bay,za,"{'lon': 23.371599, 'lat': -34.052738}",964712,-34.05,23.37,1522992704,65.89,100,36,9.82,1523005200,66.85,100,64,19.37,1522994400,1523394000,66.0297368421,97.4210526316,23.4736842105,11.0452631579
430,port keats,au,"{'lon': 129.550003, 'lat': -14.25}",2063039,-14.25,129.55,1522992715,93.43,67,0,9.1,1522994400,94.66,67,0,9.1,1522994400,1523394000,82.4594736842,80.8157894737,0.0,6.72473684211
431,marfino,ru,"{'lon': 37.382221, 'lat': 55.702778}",529368,55.7,37.38,1522990800,38.75,95,0,4.47,1523005200,43.45,94,68,12.44,1522994400,1523394000,37.4171052632,87.6842105263,42.5263157895,13.8765789474
433,vilhena,br,"{'lon': -60.145828, 'lat': -12.74056}",3924679,-12.74,-60.15,1522992708,68.41,93,0,1.83,1523026800,82.89,78,32,2.98,1522994400,1523394000,75.0984210526,89.1315789474,40.5263157895,2.07842105263
434,korla,cn,"{'lon': 86.146942, 'lat': 41.75972}",1529376,41.76,86.15,1522992719,50.77,36,0,5.79,1523005200,59.23,32,0,4.61,1522994400,1523394000,48.3518421053,50.0263157895,30.1052631579,5.02921052632
435,kasongo,cd,"{'lon': 26.66667, 'lat': -4.45}",213940,-4.45,26.67,1522992711,69.76,97,68,3.22,1523016000,84.94,67,48,3.4,1522994400,1523394000,74.3263157895,85.6578947368,59.4736842105,2.72552631579
436,rafai,cf,"{'lon': 23.91667, 'lat': 4.95}",236524,4.95,23.92,1522992745,73.72,85,56,4.9,1523026800,88.88,54,12,5.7,1522994400,1523394000,76.9244736842,82.9736842105,44.6315789474,4.94605263158
437,boa vista,br,"{'lon': -41.099998, 'lat': -22.033331}",3469745,-22.03,-41.1,1522992746,74.89,97,92,5.3,1523026800,79.74,89,20,7,1522994400,1523394000,76.2992105263,90.3421052632,50.2105263158,5.58684210526
440,henties bay,na,"{'lon': 14.2832038, 'lat': -22.1134964}",0,-22.11,14.28,1522992748,62.56,100,92,5.12,1523026800,68.81,87,0,9.01,1522994400,1523394000,66.7213157895,91.2368421053,13.0526315789,5.53684210526
441,grand gaube,mu,"{'lon': 57.660831, 'lat': -20.00639}",934479,-20.01,57.66,1522990800,78.8,88,75,3.36,1523059200,81.2,100,76,21.07,1522994400,1523394000,79.5392105263,100.0,64.2105263158,14.2126315789
442,roald,no,"{'lon': 6.13333, 'lat': 62.583328}",3141667,62.58,6.13,1522990200,33.8,100,75,5.82,1523016000,38.62,86,0,5.19,1522994400,1523394000,36.2276315789,92.4210526316,24.6315789474,9.29026315789
443,padang,id,"{'lon': 100.354271, 'lat': -0.9492400000000001}",1633419,-0.95,100.35,1522992752,82.09,100,44,4.12,1523026800,83.34,100,36,1.07,1522994400,1523394000,81.4931578947,100.0,46.3157894737,4.31157894737
444,black river,jm,"{'lon': -77.848732, 'lat': 18.02636}",3491355,18.03,-77.85,1522990800,78.8,74,40,2.24,1523026800,78.37,100,36,4.81,1522994400,1523394000,76.7989473684,97.6578947368,31.7894736842,5.77657894737
445,aljezur,pt,"{'lon': -8.8033, 'lat': 37.319149}",2271968,37.32,-8.8,1522992754,53.92,100,0,9.37,1523016000,60.38,94,88,15.82,1522994400,1523394000,56.5963157895,99.3684210526,70.6315789474,20.9607894737
446,amahai,id,"{'lon': 128.916672, 'lat': -3.33333}",1651591,-3.33,128.92,1522992764,83.08,100,32,6.31,1523080800,83.52,100,24,5.35,1522994400,1523394000,83.4802631579,100.0,23.6842105263,4.51473684211
447,havoysund,no,"{'lon': 24.66217, 'lat': 70.996338}",779622,71,24.66,1522990200,26.6,73,0,2.24,1523016000,35.74,96,88,5.3,1522994400,1523394000,30.7660526316,97.4736842105,79.2631578947,11.3371052632
448,petropavlovsk-kamchatskiy,ru,"{'lon': 158.6483, 'lat': 53.0452}",2122104,53.05,158.65,1522990800,33.8,100,90,8.95,1522994400,33.58,85,92,8.14,1522994400,1523394000,27.8318421053,88.2368421053,60.8421052632,7.52
449,arlit,ne,"{'lon': 7.38528, 'lat': 18.73694}",2447513,18.74,7.39,1522992769,63.37,24,0,4,1523026800,98.82,21,0,4.7,1522994400,1523394000,81.8057894737,22.2105263158,5.15789473684,4.73421052632
450,casper,us,"{'lon': -106.31308, 'lat': 42.866631}",5820705,42.87,-106.31,1522990380,30.2,86,90,13.87,1522994400,37.72,93,92,3.85,1522994400,1523394000,33.0992105263,79.9473684211,55.7894736842,8.95315789474
451,ramnagar,in,"{'lon': 84.316673, 'lat': 27.16667}",1258639,27.17,84.32,1522992762,87.76,49,0,10.56,1523005200,101.41,36,0,6.85,1522994400,1523394000,78.6794736842,72.5526315789,30.4210526316,6.935
457,victoria,sc,"{'lon': 55.450001, 'lat': -4.61667}",241131,-4.62,55.45,1522990800,86,74,20,8.05,1523005200,86.27,100,68,6.4,1522994400,1523394000,85.3134210526,99.6052631579,71.5789473684,6.58868421053
458,kaitangata,nz,"{'lon': 169.8470967, 'lat': -46.28334}",0,-46.28,169.85,1522992764,50.68,99,92,8.81,1523070000,54.19,71,44,17.31,1522994400,1523394000,46.8834210526,82.8421052632,63.6842105263,15.3986842105
459,bjornevatn,no,"{'lon': 29.98472, 'lat': 69.667221}",780643,69.67,29.98,1522990200,26.42,86,0,3.33,1523005200,34.07,93,92,6.85,1522994400,1523394000,29.1605263158,77.0526315789,78.7368421053,9.41894736842
460,male,mv,"{'lon': 73.508881, 'lat': 4.1748}",1282027,4.17,73.51,1522987200,87.8,66,20,3.36,1522994400,87.3,100,24,5.3,1522994400,1523394000,84.4536842105,100.0,32.0,3.43815789474
461,makakilo city,us,"{'lon': -158.085831, 'lat': 21.346939}",5850554,21.35,-158.09,1522991460,77.92,94,75,14.99,1523059200,76.25,76,48,12.57,1522994400,1523394000,71.3684210526,88.2368421053,68.8421052632,9.54815789474
462,qostanay,kz,"{'lon': 63.583328, 'lat': 53.166672}",1519928,53.17,63.58,1522990800,37.4,86,90,11.18,1522994400,37.53,100,92,8.25,1522994400,1523394000,32.7984210526,90.1315789474,39.8947368421,11.9468421053
